"Alien"	"Mean.Temperature"	"Mean.Jan.Temperature"	"Rango.de.temperatura"	"PET"	"Min.pET"	"Max.pET"	"Insolation"	"Growth.Season"	"AET"	"Water.Defcit"	"Precipitation"	"Rainfall"
61	8.0425	2.6875	7.4375	611.8374399	10.33296222	109.5222113	3.49	257.62	488.3243928	123.5130471	1251.9575	1251.9575
99	8.3075	2.8675	7.425	619.7309111	9.722073673	110.7437984	3.555208334	260.65	495.0732492	124.6576618	1212.3375	1212.3375
148	8.3125	2.9	7.2225	619.7564124	9.561258699	110.5342068	3.532291667	263.86	472.9959573	146.760455	946.1775	946.1775
134	8.28	2.8225	7.34	618.6916892	10.08495193	110.4162377	3.529375	269.96	467.871325	150.8203641	914.6575	914.6575
132	7.4725	2.15	7.0225	597.8794324	8.106138232	107.8047844	3.448333333	247.95	451.7847995	146.0946328	941.4	941.4
149	7.64	2.3375	7.1375	602.3565827	9.469800766	108.3696827	3.500625	249.67	453.5538765	148.8027062	915.535	915.535
300	8.06	2.8875	6.6625	611.8151523	9.944751804	108.3449784	3.617916667	263.85	450.8393521	160.9758002	817.7075	817.7075
9	8.41	4.31	5.32	612.8173859	13.10187559	100.6939482	3.4475	305.48	510.5932702	102.2241156	1465.735	1465.735
60	8.25	3.9675	6.035	609.7177613	12.0342887	102.1705229	3.394166667	284.86	505.5431967	104.1745646	1593.6575	1593.6575
108	5.8175	2.5275	4.69	592.6134522	12.56398527	102.6747933	3.215	202.9425	497.8046072	94.80884507	1412.5	1412.5
63	7.7525	3.29	5.9875	600.7672231	11.61981416	102.3966717	3.17875	265.91	497.0436822	103.7235409	1784.5325	1784.5325
27	7.105	2.3675	5.885	586.8686297	8.840616861	102.7368073	2.93875	238.93	483.0084665	103.8601632	2145.18	2145.18
112	6.7075	2.04	5.435	577.2255727	6.522432194	101.454665	2.867916667	222.71	474.2156377	103.009935	2296.385	2296.385
248	8.0375	3.26	6.1275	609.3979557	10.64132404	105.4082727	3.253333333	265.29	507.1124342	102.2855215	1734.5925	1734.5925
267	7.91	2.9725	6.275	607.3076104	10.14681831	105.9613269	3.243333333	266.63	497.3119738	109.9956366	1514.435	1514.435
84	8.33	3.2625	6.93	617.4154632	12.07743443	108.0308748	3.270833333	279.8	504.7541549	112.6613083	1425.1175	1425.1175
68	7.6	2.49	6.7125	598.2127715	5.991772606	106.2311629	3.260208334	255.67	480.1391467	118.0736247	1396.305	1396.305
60	6.6375	1.56	6.25	575.3478864	5.75161479	104.2791229	3.28875	223.21	463.6666187	111.6812677	1706.6575	1706.6575
50	7.1075	1.9	6.6375	588.7426755	7.473939525	106.5815239	3.42375	231.14	474.0491545	114.6935209	1505.4075	1505.4075
66	8.615	3.22	7.32	626.5639067	10.86104083	111.6796268	3.455833333	274.92	493.1510502	133.4128565	1075.925	1075.925
216	8.8025	3.4425	6.97	630.51924	11.16197134	111.2863727	3.465208333	282	468.0996033	162.4196366	827.0175	827.0175
266	8.5225	3.2275	7.0325	623.0091034	10.39542423	110.0034871	3.598333333	276.41	450.7551439	172.2539595	762.6225	762.6225
312	8.2475	3.1225	6.645	615.4025271	10.9140604	108.2687124	3.655833334	272.07	440.2390732	175.1634539	733.305	733.305
235	4.27	1.8475	2.9175	619.2138224	13.51226422	106.7953114	3.8125	142.79	270.1677018	349.0461206	295.18	295.18
35	6.5075	3.5025	3.96	616.9274369	14.65487119	100.303286	3.504722222	238.8225	486.0868204	130.8406165	1002.43	1002.43
26	8.58	4.485	5.515	615.9072043	14.47720358	101.1171577	3.425833334	313.87	514.2813107	101.6258937	1490.93	1490.93
31	8.3175	4.2775	5.2875	610.4308562	14.68196624	100.2730117	3.465416667	302.89	519.1200831	91.3107731	1830.4325	1830.4325
62	8.28	3.9475	5.98	611.110192	13.29535185	102.1662238	3.398958334	287.79	505.0461951	106.0639969	1479.865	1479.865
63	5.7125	2.51	4.5125	597.0409248	12.59889329	100.4733305	3.283333333	198.3	489.9849961	107.0559287	1497.08	1497.08
57	7.9975	3.565	5.78	606.1674033	11.56075919	102.2326751	3.339791667	275.5	503.8043171	102.3630862	1637.43	1637.43
57	8.1725	3.305	6.315	612.5051007	12.30342985	105.5615677	3.2625	275.65	510.8565857	101.6485149	1775.2925	1775.2925
86	7.87	3.185	5.6	604.6768681	8.58378582	103.4266221	3.26625	263.5	506.426555	98.25031306	1870.2675	1870.2675
105	8.63	3.7275	6.02	622.5551703	12.44221293	107.7240496	3.336041667	283.01	520.7379377	101.8172327	1653.8625	1653.8625
238	8.18	3.1225	6.3775	613.5814697	12.00334839	107.2570298	3.282083334	274.33	505.1182953	108.4631744	1556.02	1556.02
243	7.82	2.785	6.4675	605.8688247	10.1936179	106.0132298	3.325625	269.52	484.2588301	121.6099946	1250.3775	1250.3775
198	8.065	2.875	6.735	612.3933463	11.37805177	107.8848796	3.360625	273.31	490.2467607	122.1465856	1242.3925	1242.3925
143	8.135	2.78	7.095	614.6422586	11.19640557	109.3179364	3.405416667	271.95	487.7963585	126.8459001	1179.365	1179.365
127	8.0125	2.5675	7.285	611.7112	9.887133483	109.7938455	3.455833333	259.53	482.4140157	129.2971842	1152.09	1152.09
74	7.79	2.48	6.925	605.2212923	9.504781516	108.5013925	3.311875	254.01	472.8696287	132.3516635	1096.2375	1096.2375
220	8.14	2.87	6.8225	612.9460402	9.891410881	109.2555931	3.372916667	264.82	466.1898887	146.7561515	935.5475	935.5475
253	8.02	2.8125	7.0475	610.1400617	10.06298397	108.4087363	3.508958333	264.14	451.8502798	158.2897819	836.05	836.05
299	8.43	3.195	7.2925	620.2127571	11.47573277	109.5790922	3.613958334	273.78	437.3008708	182.9118863	705.5575	705.5575
491	8.7575	3.6075	6.55	626.877726	11.342937	109.7708748	3.752916667	280.86	428.417904	198.4598221	644.6775	644.6775
242	8.42	3.3775	6.44	617.5312624	12.09458778	107.8976505	3.726875	278.45	409.3363921	208.1948703	596.6375	596.6375
223	8.2725	3.09	6.82	615.0900218	11.06252407	108.6909701	3.600625	271.87	416.8578699	198.2321519	632.155	632.155
247	8.09	3.12	6.2	608.862647	10.27851535	107.0664664	3.7775	270.08	427.7865239	181.0761231	693.7875	693.7875
54	8.7725	4.7075	5.4925	619.4537973	12.31524713	100.4286238	3.539375	318.49	507.3852396	112.0685577	1212.3025	1212.3025
86	8.565	4.215	6.34	617.8401792	13.75813633	102.4687757	3.344791667	307.28	508.3145168	109.5256624	1339.3225	1339.3225
57	8.5625	4.2975	6.14	617.4232502	14.25250315	102.1413499	3.423333333	304.82	518.7257935	98.69745663	1546.5725	1546.5725
39	7.845	3.63	5.6775	600.4704133	12.0283725	100.076131	3.42875	279.09	489.8529457	110.6174676	1374.4925	1374.4925
48	7.8425	3.455	6.2525	601.4151716	13.20613966	102.0264877	3.363541667	276.06	498.0198967	103.3952748	1682.515	1682.515
94	8.89	4.1825	5.7625	627.0876409	13.65841627	105.8113206	3.629583333	303.15	518.9834985	108.1041424	1348.16	1348.16
73	6.9775	2.3475	5.0775	581.5694756	7.497356651	102.1397549	3.155416667	245.11	474.8311335	106.7383422	1895.9375	1895.9375
131	7.835	2.8175	6.7725	605.489954	11.38086388	106.5734996	3.27	270.17	504.2235647	101.2663893	1975.795	1975.795
180	8.72	3.455	7.0725	628.3904046	12.77711359	110.1123085	3.428125	291.51	513.5215812	114.8688234	1332.78	1332.78
418	8.94	3.63	6.67	633.6930538	12.91915609	111.0318526	3.4425	289.86	499.8764582	133.8165956	1055.56	1055.56
298	8.65	3.275	6.855	626.9724693	11.96287227	110.7683399	3.471458333	279.94	484.7542262	142.2182431	980.9975	980.9975
182	8.0125	2.635	6.985	610.9545627	9.09180383	108.7328396	3.4525	262.23	461.7453477	149.209215	915.125	915.125
84	7.225	2.0075	6.8175	590.2669477	8.897865903	106.2705025	3.322291667	241.75	454.0242934	136.2426543	1036.61	1036.61
161	7.435	2.18	7.1775	595.7591378	8.509972268	107.0637328	3.37875	247.26	456.2997269	139.4594109	998.5125	998.5125
165	7.5275	2.23	7.305	597.6640419	8.30172738	107.4676356	3.419583334	248.16	449.5809658	148.0830761	911.8025	911.8025
181	7.2625	2.0325	6.99	590.2447235	7.748069797	106.6018454	3.326666667	238.86	439.7757447	150.4689788	881.5725	881.5725
261	7.71	2.445	6.705	602.2312134	8.90515828	107.6118034	3.41625	250.24	442.4696939	159.7615196	815.125	815.125
261	8.1	2.825	7.0025	611.1738037	11.02413478	108.7488715	3.512083334	263.72	424.0279373	187.1458664	675.275	675.275
192	7.6875	2.4875	6.905	600.8944394	10.4235452	107.1129124	3.474791667	253.5	420.6173906	180.2770488	693.5025	693.5025
154	6.7875	1.72	6.29	576.2686606	5.254285689	104.5410661	3.392916667	225.68	420.9224224	155.3462382	812.7875	812.7875
80	6.73	1.6825	6.2175	575.9750877	8.205717039	104.4072911	3.405416667	228.02	428.5896743	147.3854134	879.7775	879.7775
114	7.1325	2.115	6.165	586.2008739	8.923237787	104.8735785	3.4925	240.26	426.0341706	160.1667032	787.905	787.905
133	7.44	2.61	5.7675	593.2550705	9.486196116	104.8078163	3.653125	255.02	419.8950177	173.3600529	709.38	709.38
51	8.4975	4.145	6.1025	615.5206174	13.32561255	101.8393353	3.428541667	303.78	503.8327696	111.6878479	1305.085	1305.085
26	8.5075	4.4025	5.57	614.2217411	13.62072147	100.460832	3.572708333	304.45	517.9392642	96.28247698	1557.075	1557.075
57	6.3875	3.0875	4.6425	615.9613825	13.85169601	103.0010701	3.554444444	222.84	488.1259224	127.83546	1058.6375	1058.6375
43	5.9375	2.6975	4.4175	593.7611064	13.24890035	102.2238897	3.470555556	210.9375	494.0287875	99.73231881	1245.79	1245.79
124	7.5225	2.8275	5.615	595.9964516	10.25001271	103.547405	3.304791667	265.09	488.0598603	107.9365912	1617.9175	1617.9175
99	8.145	3.045	7.165	613.0538563	11.94909114	107.2509588	3.355416667	278.19	504.63316	108.4206963	1556.8875	1556.8875
107	7.5125	2.445	6.61	597.1232454	10.46212629	105.294611	3.300833333	262.58	482.811621	114.3116244	1470.3825	1470.3825
172	8.0625	2.865	6.745	610.9738249	11.23216213	107.6843356	3.495625	274.41	495.6051989	115.3686261	1372.835	1372.835
223	7.8625	2.6325	6.5675	605.8202262	11.12266694	107.60585	3.712916667	267.96	479.9541954	125.8660308	1180.6225	1180.6225
180	8.39	2.9775	7.295	620.2806427	10.26753159	110.1880663	3.595625	273.34	472.7089126	147.5717301	930.9375	930.9375
87	7.365	2.085	6.9575	593.3997421	8.892281398	106.6056262	3.335208333	244.81	438.0584837	155.3412584	846.4075	846.4075
44	6.7325	1.515	7.1425	577.4529024	7.210927257	104.7328317	3.270416667	225.27	436.6080559	140.8448466	965.0625	965.0625
55	6.56	1.405	6.835	572.1809141	6.664938801	104.1024598	3.225416667	218.31	430.7276174	141.4532967	945.175	945.175
91	6.67	1.5	6.865	575.6327536	6.785626559	104.479781	3.171458334	217.62	438.8833989	136.7493547	1006.195	1006.195
107	7.0625	1.8225	6.965	585.7121793	7.959459903	106.1271458	3.170416667	234.25	434.3954883	151.3166911	865.825	865.825
154	6.7325	1.5775	6.68	575.8104204	5.646908197	104.9357519	3.250208334	222.94	430.2754313	145.5349891	901.115	901.115
88	6.74	1.5825	6.7125	576.8031925	7.651753284	104.9170124	3.394375	223.35	427.4299303	149.3732622	864.1225	864.1225
75	6.6175	1.4075	6.68	572.9627443	5.443027009	104.9410525	3.520833333	216.17	421.9654146	150.9973297	841.7	841.7
79	6.8625	1.645	6.6375	580.1314939	7.5779274	105.3547125	3.469375	228.77	429.6975325	150.4339614	857.15	857.15
194	7.5525	2.3075	6.86	597.9330731	8.693019308	106.9938582	3.490416667	250.07	434.2601015	163.6729716	780.81	780.81
192	7.9675	2.6875	7.0525	608.1398774	9.614296957	108.2908789	3.582708333	262.25	423.2653487	184.8745287	679.5275	679.5275
188	8.125	3.1775	6.0975	609.9177409	10.710924	106.4425986	3.785208333	273.55	426.1236262	183.7941147	677.71	677.71
52	6.4325	3.345	3.92	606.208354	14.32994618	101.0024542	3.663055556	232.785	481.4338724	124.7744816	911.4925	911.4925
35	7.88	3.5925	5.52	601.303441	13.50717605	100.7171755	3.458125	282.31	499.755983	101.547458	1650.6825	1650.6825
29	7.4725	3.1875	4.985	591.4233006	11.87431734	100.4391279	3.405625	267.71	494.3299778	97.09332281	2221.555	2221.555
155	8.79	4.125	5.765	624.2900344	13.5580804	105.9329883	3.688333333	302.11	507.6283955	116.6616389	1205.3625	1205.3625
94	8.5425	3.4975	6.92	621.6421642	12.58945821	107.571315	3.48125	289	501.8914566	119.7507077	1225.105	1225.105
50	7.83	2.73	6.8575	605.0462384	10.74459041	105.7149168	3.396875	271.01	484.6349387	120.4112997	1266.855	1266.855
27	7.0775	2.045	6.545	585.859669	9.940923969	104.0895877	3.406666667	251.21	468.4027606	117.4569085	1384.17	1384.17
46	7.18	2.06	6.8125	588.8428816	9.510103118	105.3183248	3.521041667	252.17	471.2330656	117.609816	1370.53	1370.53
113	7.5175	2.3	7.1275	597.3036514	9.752772125	106.8655282	3.422291667	253.27	465.5108969	131.7927545	1093.0625	1093.0625
143	7.5825	2.3	7.3525	599.7418897	9.493183515	107.2480452	3.30125	250.58	446.5619565	153.1799331	869.62	869.62
64	7.0625	1.685	7.97	586.3612733	7.348843403	106.304171	3.287291667	232.83	431.9233967	154.4378766	844.3275	844.3275
72	6.9525	1.6275	7.425	583.2818747	7.499835612	105.6375661	3.258958333	231.06	428.7622494	154.5196253	834.6425	834.6425
83	6.945	1.7175	6.685	582.8906641	6.8690881	105.0401012	3.179583333	228.85	437.8328361	145.057828	914.3475	914.3475
126	6.6475	1.44	6.67	574.4355058	5.346616604	104.3557856	3.177916667	220.76	427.1839736	147.2515322	880.1075	880.1075
59	5.7825	0.705	6.13	548.3310244	0	102.7204679	3.135625	194.22	417.0840654	131.246959	1002.4175	1002.4175
112	6.405	1.2025	6.5275	567.4919464	4.215113025	104.7573458	3.339166667	212.96	426.249172	141.2427744	925.405	925.405
132	7.31	1.9225	7.22	591.9751942	8.249977774	107.4815403	3.635625	236.27	430.9863202	160.988874	793.2575	793.2575
87	7.525	2.1625	7.135	597.2934484	8.608230884	107.664726	3.559583334	245.44	424.7903837	172.5030647	728.6575	728.6575
143	7.8625	2.5375	7.0525	605.9100913	9.215808171	108.2786221	3.539166667	258.31	421.4760236	184.4340678	678.46	678.46
165	8.2925	2.9225	7.33	616.2523012	10.22582432	109.4695914	3.631666667	268.55	416.8058042	199.446497	629.1325	629.1325
115	8.11	2.8625	6.92	610.8038942	10.21369371	108.1178792	3.644583333	268.02	420.2271341	190.5767601	656.315	656.315
104	6.3075	2.5525	4.77	616.2830757	11.5205603	107.2234274	3.831666667	209.6025	368.4314431	247.8516326	477.71	477.71
43	7.6825	3.5525	5.1375	595.7936076	13.55608268	99.14760229	3.494166667	282.38	496.8731918	98.92041579	1766.655	1766.655
56	7.4225	2.9	5.5525	591.2394641	10.18981839	101.7090498	3.34375	266.59	483.5816341	107.65783	1651.0775	1651.0775
145	8.8	3.9725	6.5075	625.1443118	13.83947485	106.8503976	3.74625	301.57	488.0744846	137.0698273	984.3425	984.3425
96	8.3675	3.25	7.17	617.4781705	12.48629117	107.4678595	3.488541667	284.6	488.3322949	129.1458756	1101.875	1101.875
46	7.615	2.495	6.995	598.4119784	9.707978014	105.7998476	3.435	264.07	475.2206553	123.1913231	1231.4925	1231.4925
29	6.74	1.685	6.6725	576.4180865	7.573559566	103.8653754	3.322291667	235.59	457.9287544	118.4893321	1367.3925	1367.3925
41	6.5575	1.49	6.7525	571.6916529	6.611402156	103.8645467	3.245625	224.49	451.4874441	120.2042087	1313.7925	1313.7925
83	7.1225	1.91	7.275	586.6318208	8.385510684	105.7387427	3.28	238.03	451.1798359	135.451985	1039.8025	1039.8025
86	7.06	1.8275	7.4275	585.8952931	8.332670671	105.5648479	3.266666667	235.76	449.041657	136.8536361	1016.0475	1016.0475
137	6.88	1.74	7.1325	580.1216102	7.756152241	104.9323158	3.219166667	230.76	444.9549067	135.1667035	1030.335	1030.335
92	6.585	1.53	6.705	569.0261135	0	104.1016815	3.160208334	219.14	436.2050433	132.8210702	1040.93	1040.93
112	6.4925	1.3275	6.7475	568.3586013	3.843729347	104.4370431	3.187916667	217.47	440.0032211	128.3553802	1115.4425	1115.4425
125	6.9875	1.585	7.155	582.1320815	5.676312941	106.8316293	3.31625	232.6	437.7236723	144.4084092	922.8625	922.8625
226	7.3775	1.935	6.93	593.8103678	6.829077959	107.6291091	3.395625	241.51	443.5298302	150.2805376	875.5675	875.5675
389	7.61	2.2025	7.25	599.2939022	9.25320353	108.100907	3.488333334	247.31	429.257995	170.0359072	745.4475	745.4475
149	7.9175	2.515	7.59	607.4694824	9.543988743	108.9445106	3.536666667	256.88	420.6549389	186.8145435	670.8425	670.8425
241	8.1775	2.73	7.445	613.3446079	9.554917399	110.1283306	3.476666667	266.54	417.000413	196.3441948	639.28	639.28
155	8.1	2.6925	7.3625	611.0470188	9.304576047	109.3994335	3.55125	261.84	426.1382469	184.9087719	682.6975	682.6975
126	8.0875	2.705	7.4125	610.8260496	9.502846639	108.923143	3.59125	261.45	425.7714891	185.0545606	679.955	679.955
103	7.7725	2.59	6.9225	601.5186161	9.940716392	107.1999971	3.57375	258.09	410.4774658	191.0411503	640.8225	640.8225
152	6.2375	2.52	4.995	613.1835814	12.25609566	107.1756741	3.800277778	208.1775	367.5834574	245.600124	478.4025	478.4025
58	4.3725	2.315	2.7325	617.8508261	15.62554592	100.7504733	3.71	156.93	419.7596698	198.0911563	612.435	612.435
78	6.3975	3.335	4.0475	604.6624239	14.98392249	101.6247464	3.735	231.2325	492.3017289	112.3606951	1014.8325	1014.8325
80	8.055	3.7575	5.065	604.9329002	11.92672221	101.1995813	3.618958334	289.1	489.3772335	115.5556667	1230.32	1230.32
102	3.9275	1.8425	2.425	590.6744255	13.99090535	101.5268443	3.620416667	141.29	440.9495952	149.7248303	751.4025	751.4025
147	8.8625	4.0575	6.4675	625.829829	14.02232393	106.5490533	3.900833333	304.83	482.5125582	143.3172707	922.8675	922.8675
70	8.1925	3.1025	7.1125	612.5827257	12.38595481	106.8190035	3.546875	282.04	477.0267916	135.555934	1022.1725	1022.1725
56	7.665	2.59	7.0425	599.8870044	10.82868378	105.4222588	3.426875	265.74	469.0557017	130.8313028	1088.065	1088.065
33	7.0125	1.935	6.8325	582.4982065	6.840109264	104.2470702	3.324583333	242.47	457.1323211	125.3658854	1193.6075	1193.6075
33	6.3675	1.2725	6.7725	566.511366	4.424355837	103.2456733	3.224166667	218.77	449.7162245	116.7951414	1400.0425	1400.0425
36	6.6375	1.3725	7.2275	574.0106299	6.382982349	104.3656408	3.258958333	223.13	452.1053919	121.905238	1256.6975	1256.6975
60	6.705	1.5175	7.2275	576.121265	7.220041251	104.2726012	3.1975	226.38	451.67527	124.445995	1202.16	1202.16
39	5.9575	1.07	6.4725	556.0644852	0.635468162	101.63126	3.05875	202.03	439.8248955	116.2395897	1382.2225	1382.2225
34	5.44	0.63	6.025	538.2798036	0	100.9070999	3.006875	183.52	427.3364998	110.9433037	1478.285	1478.285
42	5.995	0.93	6.5975	554.9058889	0	103.2497553	3.135	201.29	436.4343944	118.4714945	1297.8475	1297.8475
69	6.6975	1.3675	6.99	575.8708086	4.230508275	105.5630588	3.268541667	221.44	442.2560727	133.6147359	1035.47	1035.47
162	7.4225	1.94	7.355	594.8178392	8.037589721	107.9060123	3.399166667	241.86	449.0155153	145.8023239	921.7625	921.7625
121	7.4675	2.09	7.415	595.2695425	9.275826197	107.6821072	3.440625	243.57	426.9412766	168.3282659	749.7	749.7
128	7.79	2.3975	7.5825	603.5532136	9.600446269	108.4901016	3.49875	252.23	414.4939026	189.059311	654.845	654.845
86	7.79	2.3925	7.1675	602.8878611	8.86128222	108.1785053	3.484166667	252.85	417.9311649	184.9566962	671.3975	671.3975
106	7.1925	1.87	6.775	585.2590277	4.779804355	106.5082593	3.450833334	234.23	432.4343462	152.8246816	838.745	838.745
113	6.6075	1.45	6.61	571.1318703	5.324282326	104.8389474	3.37	217.68	433.3229991	137.8088712	960.6525	960.6525
103	7.6775	2.4325	7.365	599.5622643	9.919487433	107.6044712	3.546666667	252.69	421.3276854	178.2345789	696.4975	696.4975
98	7.7475	2.685	7.0025	600.4868835	10.55092254	106.7128949	3.620625	260.22	425.6890334	174.7978501	710.6825	710.6825
146	4.1925	1.8075	3.17	604.8435856	12.01439063	107.0047001	3.942916667	141.195	295.6516761	309.1919095	332.13	332.13
54	7.92	4.0175	4.55	598.3084699	14.85068662	97.72286369	3.614375	293.89	493.9585368	104.349933	1446.465	1446.465
54	8.525	4.67	4.875	611.1760343	14.48753838	98.88589625	3.841666667	308.24	514.8243527	96.35168167	1453.1775	1453.1775
152	8.385	3.45	6.6025	615.4512965	12.4370347	106.1836892	3.621041667	289.92	486.9399732	128.5113233	1088.3425	1088.3425
55	7.5725	2.5775	6.83	596.441868	10.21985669	104.7964924	3.425416667	263.76	476.2304841	120.2113839	1268.2675	1268.2675
23	7.4175	2.3975	7.0225	593.2607803	10.38267859	104.7382666	3.377916667	256.23	475.7216535	117.5391268	1329.3575	1329.3575
34	7.1075	2.0225	7.09	585.6853339	8.996244899	104.6452901	3.316666667	243.35	467.6348085	118.0505253	1339.1125	1339.1125
69	6.9225	1.74	7.1925	581.6237928	6.425659536	104.6971518	3.266458333	234.12	461.7609524	119.8628405	1304.835	1304.835
44	6.235	1.165	6.805	562.2657567	6.012208489	103.0784214	3.105416667	208.8	447.1291033	115.1366534	1452.765	1452.765
42	6.3	1.2125	7.0075	564.3064686	5.775898753	103.6040315	3.086666667	209.92	453.1746895	111.1317791	1615.57	1615.57
54	6.3275	1.255	6.8325	566.2294138	4.565885013	103.0877329	3.134166667	214.02	452.574553	113.6548608	1495.875	1495.875
16	5.3225	0.365	6.1625	534.5700688	0	101.086159	3.014583334	178.73	429.5856619	104.9844069	1688.85	1688.85
49	6.4925	1.2825	7.0875	569.3546275	6.348196554	104.7465193	3.198541667	215.45	456.8528116	112.5018159	1537.2925	1537.2925
43	6.46	1.23	6.8975	568.4413789	5.355034305	104.6489166	3.227291667	214.51	445.3940012	123.0473778	1205.8925	1205.8925
108	7.2675	1.875	7.395	590.4925313	8.635820059	107.1895134	3.382083333	238.38	447.034916	143.4576153	933.1975	933.1975
177	7.27	1.8975	7.535	589.7870148	8.366389615	107.3898791	3.419583333	238.33	429.8141368	159.972878	795.3925	795.3925
94	7.385	2.0025	7.53	592.8103656	8.432208112	107.3693104	3.461875	240.4	429.4440036	163.366362	775.115	775.115
57	7.1375	1.81	6.9775	585.0799308	7.164040238	106.0065143	3.45	232.53	429.3156915	155.7642393	815.1	815.1
40	6.305	1.085	6.3825	562.700437	5.846475255	103.6964127	3.35875	208.86	427.3960634	135.3043736	970.33	970.33
66	6.1325	1.0075	6.47	558.1930479	2.800755162	103.6885894	3.331041667	205.53	426.5026527	131.6903952	1010.8725	1010.8725
103	7.905	2.605	7.63	605.2765643	9.88153614	108.4464034	3.591458334	257.1	437.4504452	167.8261191	757.7325	757.7325
202	7.845	2.6675	7.3075	602.6564675	11.20019162	107.549437	3.6375	259.4	427.9146165	174.741851	715.4125	715.4125
221	4.1425	1.7025	3.275	603.1505387	11.77788097	107.2180398	3.914166667	138.23	307.8867339	295.2638048	352.8375	352.8375
103	8.59	3.7775	6.1325	619.4937251	13.05853042	106.1819604	3.618541667	298.37	494.1712012	125.3225239	1099.725	1099.725
58	7.93	2.8975	7.0825	605.4535374	11.45615756	105.9035382	3.424583334	271.55	487.4321724	118.021365	1279.4325	1279.4325
43	7.245	2.2925	6.815	588.7269246	10.20577425	103.6101379	3.3675	251.02	473.57201	115.1549145	1390.715	1390.715
22	6.235	1.4325	6.295	562.5922139	6.045647836	101.0713644	3.214791667	219.05	451.1904929	111.4017211	1606.25	1606.25
18	5.7975	0.9975	6.33	549.7919334	4.079666387	101.0450284	3.129791667	202.85	444.7274507	105.0644826	2037.9625	2037.9625
36	6.495	1.4975	6.9825	569.7846552	6.5358189	103.5140364	3.198333333	222.57	458.7171912	111.0674641	1615.4675	1615.4675
41	7.24	2.0375	7.3825	589.7919356	8.354206125	105.3536643	3.259583333	243.14	470.8339312	118.9580044	1317.62	1317.62
15	5.78	0.82	6.4075	547.8427917	0	101.9702363	3.051666667	196.56	439.8005446	108.0422471	1723.37	1723.37
79	7.295	2.0225	7.4375	591.5362807	8.828213503	106.4000745	3.303125	240.39	481.2967507	110.23953	1576.73	1576.73
43	6.0475	0.9225	6.5675	555.6488016	0.422047121	102.9214693	3.124375	200.59	442.2429345	113.4058671	1465.5375	1465.5375
44	6.3575	1.175	6.9075	565.4785409	4.591146064	103.8163865	3.144166667	208.05	453.8886591	111.5898818	1559.945	1559.945
35	6.6575	1.41	7.0775	573.7603215	5.426343235	104.7926	3.2425	218.14	457.1350816	116.6252398	1368.735	1368.735
69	6.935	1.6225	7.2875	579.5596604	6.098919079	105.9763028	3.334583333	227.87	457.0819226	122.4777377	1228.2625	1228.2625
82	6.73	1.45	7.2875	574.1625204	5.68310392	105.4426163	3.354583333	222.42	446.3788699	127.7836506	1118.895	1118.895
45	6.2	1.0075	6.98	557.7274195	0	104.0055116	3.324166667	203.68	433.3882421	124.3391774	1135.76	1135.76
50	6.38	1.1875	6.905	565.8036086	4.35778331	103.7919652	3.397291667	207.83	440.0307237	125.772885	1127.8875	1127.8875
25	6.55	1.3175	6.9625	569.897474	5.860605408	104.4926615	3.450208334	215.5	428.1618653	141.7356087	913.72	913.72
90	7.1325	1.815	7.2675	585.7645469	7.152945607	106.1659025	3.50875	234.51	430.7305893	155.0339576	817.9575	817.9575
126	7.6275	2.4025	7.22	597.4443741	9.48033682	106.7267084	3.540625	248.89	435.1878099	162.2565641	779.4925	779.4925
95	7.565	2.4875	6.8875	595.435478	9.853357362	105.8332359	3.558333334	249.45	431.6354618	163.8000162	762.63	762.63
152	6.3625	2.735	4.7325	615.325731	11.70411298	106.17601	3.930555555	209.31	380.6969158	234.6288152	505.535	505.535
56	7.6975	2.85	6.0725	598.6968377	11.35180962	104.0431756	3.386458333	269.02	485.0793025	113.6175351	1375.3025	1375.3025
19	6.7225	1.9175	6.425	574.8536008	8.36383919	101.8674844	3.257708333	232.08	466.8013964	108.0522043	1749.9825	1749.9825
12	7.0875	2.185	7.0825	584.4777405	9.937375102	103.5275944	3.350416667	242.04	479.6090754	104.8686651	1827.64	1827.64
43	6.715	1.8625	7.0625	575.6564453	7.63542402	102.6978729	3.304791667	235.12	467.5797803	108.0766649	1711.2675	1711.2675
42	6.2175	1.3725	6.83	561.8005368	5.605644134	102.0336358	3.224791667	221.64	449.1521298	112.648407	1543.3225	1543.3225
44	6.55	1.6275	6.8525	571.2074156	7.281366297	103.1017246	3.256875	227.04	457.106206	114.1012095	1466.8975	1466.8975
76	7.985	2.7725	7.605	608.0957431	9.643420341	107.2204967	3.447291667	263.92	487.9358521	120.159891	1238.1575	1238.1575
53	7.0375	1.8775	6.91	583.7338525	7.665379709	104.5995668	3.324583333	241.13	464.4520574	119.281795	1303.31	1303.31
42	7.1425	1.9975	6.9525	587.1084164	8.409882744	104.9097275	3.335	239.56	471.146934	115.9614825	1371.2025	1371.2025
56	7.385	2.105	7.255	592.6242373	8.014556964	106.1128644	3.356666667	243	472.6903415	119.9338958	1276.6125	1276.6125
41	7.065	1.785	7.1675	584.5890266	7.568193369	105.2411976	3.289791667	230.68	470.0394065	114.5496201	1415.265	1415.265
58	6.4975	1.31	6.755	569.846038	3.861240082	103.5540962	3.245416667	214.97	455.0234777	114.8225603	1402.4675	1402.4675
